symbol,timeframe,timestamp,open,high,low,close,volume,trade_count,vwap,source,feed,adjustment,downloaded_at
META,1Day,2023-05-15 04:00:00+00:00,236.89,240.21,235.39,238.89,410409,5892,238.707766,alpaca,iex,raw,2026-05-13 13:15:08.331110+00:00
META,1Day,2023-05-16 04:00:00+00:00,235.63,239.635,235.56,238.82,222830,4051,237.993448,alpaca,iex,raw,2026-05-13 13:15:08.331140+00:00
META,1Day,2023-05-17 04:00:00+00:00,238.38,243.8,238.18,242.46,569671,6469,241.631319,alpaca,iex,raw,2026-05-13 13:15:08.331155+00:00
META,1Day,2023-05-18 04:00:00+00:00,241.36,247.08,241.35,246.87,272670,4946,243.998619,alpaca,iex,raw,2026-05-13 13:15:08.331169+00:00
META,1Day,2023-05-19 04:00:00+00:00,246.85,248.585,243.52,245.615,293148,4769,245.394813,alpaca,iex,raw,2026-05-13 13:15:08.331182+00:00
META,1Day,2023-05-22 04:00:00+00:00,245.38,253.5,245.23,248.33,546370,6946,250.374676,alpaca,iex,raw,2026-05-13 13:15:08.331196+00:00
META,1Day,2023-05-23 04:00:00+00:00,247.055,251.55,246.71,246.77,338172,5707,248.642721,alpaca,iex,raw,2026-05-13 13:15:08.331209+00:00
META,1Day,2023-05-24 04:00:00+00:00,245.23,249.45,245.0,249.15,293960,4965,247.126659,alpaca,iex,raw,2026-05-13 13:15:08.331222+00:00
META,1Day,2023-05-25 04:00:00+00:00,253.47,255.62,249.17,252.64,535052,12656,252.720439,alpaca,iex,raw,2026-05-13 13:15:08.331235+00:00
META,1Day,2023-05-26 04:00:00+00:00,252.95,262.3,252.73,262.0,416868,7317,259.214752,alpaca,iex,raw,2026-05-13 13:15:08.331248+00:00
META,1Day,2023-05-30 04:00:00+00:00,265.62,268.6,261.385,262.61,578245,7268,265.004499,alpaca,iex,raw,2026-05-13 13:15:08.331261+00:00
META,1Day,2023-05-31 04:00:00+00:00,260.11,265.0,258.66,264.91,336594,5483,262.924995,alpaca,iex,raw,2026-05-13 13:15:08.331274+00:00
META,1Day,2023-06-01 04:00:00+00:00,266.8,273.975,266.8,272.56,638252,9233,270.607797,alpaca,iex,raw,2026-05-13 13:15:08.331287+00:00
META,1Day,2023-06-02 04:00:00+00:00,272.66,275.31,271.155,272.47,523829,7806,273.365821,alpaca,iex,raw,2026-05-13 13:15:08.331300+00:00
META,1Day,2023-06-05 04:00:00+00:00,270.345,275.56,269.77,271.42,397004,5471,272.385709,alpaca,iex,raw,2026-05-13 13:15:08.331313+00:00
META,1Day,2023-06-06 04:00:00+00:00,270.08,276.54,269.76,271.11,395083,5693,273.480763,alpaca,iex,raw,2026-05-13 13:15:08.331325+00:00
META,1Day,2023-06-07 04:00:00+00:00,271.485,274.225,262.87,263.54,541375,6943,268.851674,alpaca,iex,raw,2026-05-13 13:15:08.331338+00:00
META,1Day,2023-06-08 04:00:00+00:00,260.715,267.6,259.01,264.58,454819,6265,263.65809,alpaca,iex,raw,2026-05-13 13:15:08.331351+00:00
META,1Day,2023-06-09 04:00:00+00:00,262.59,267.88,261.765,264.93,304858,5230,265.282137,alpaca,iex,raw,2026-05-13 13:15:08.331364+00:00
META,1Day,2023-06-12 04:00:00+00:00,267.275,271.68,265.45,271.095,347205,5969,269.221623,alpaca,iex,raw,2026-05-13 13:15:08.331377+00:00
META,1Day,2023-06-13 04:00:00+00:00,274.95,275.59,269.22,271.37,356513,5016,272.285908,alpaca,iex,raw,2026-05-13 13:15:08.331389+00:00
META,1Day,2023-06-14 04:00:00+00:00,271.84,274.95,268.42,273.39,300933,5012,272.516677,alpaca,iex,raw,2026-05-13 13:15:08.331402+00:00
META,1Day,2023-06-15 04:00:00+00:00,272.13,283.98,271.6,281.89,725302,10647,279.032691,alpaca,iex,raw,2026-05-13 13:15:08.331415+00:00
META,1Day,2023-06-16 04:00:00+00:00,284.5,287.85,280.3,281.41,597839,8355,283.772095,alpaca,iex,raw,2026-05-13 13:15:08.331427+00:00
